bag,level,seed,arm,vel_err_rms_m_s,vel_err_slow_rms_m_s,vel_err_fast_rms_m_s,vel_amp_ratio,vel_err_corr_bias,bias_rms_m_s,rel_pos_err_rms_cm,accepted_frac,stale_frac
clamped_sway_sway_p12_ph0.0_20260725_060001,low,1,C,0.019423794717766587,0.011431054546939342,0.015668063856336244,1.0806946056624203,0.751746610951714,0.009337161287438592,3.1687089280934715,0.9813333333333333,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,low,2,B,0.05192641722977099,0.017537686107742013,0.048220525943910866,1.7265970797071892,0.642906196889373,0.010319523252194129,3.53199065919525,0.8906666666666667,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,low,2,C,0.01874894961760804,0.010746376350862473,0.015276689023512277,1.1114554211650791,0.7674807604706021,0.010319523252194129,3.184085156819559,0.9813333333333333,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,0,B,0.050912132643149796,0.014982052021130838,0.048559300456359276,1.720264623592042,0.2544221470491425,0.010449768207791019,3.3402463067355455,0.904,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,0,C,0.019158782819793715,0.011571554094197627,0.014819293891663955,1.0925268909019938,0.7696875245603113,0.010449768207791019,5.157393447331373,0.968,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,1,B,0.060697372047355966,0.034484109839206176,0.048787438022542165,1.7525553884633194,0.6940049101725468,0.028011483862315837,3.490294112623625,0.904,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,1,C,0.03278131160671074,0.02839780125607339,0.01581141445957839,1.1745148081119834,0.92679247827958,0.028011483862315837,3.091579815629331,0.9813333333333333,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,2,B,0.05907708910400447,0.034775709491186614,0.04697044850733672,1.8520518318305756,0.8917396387328034,0.03095856975658231,3.5012729702365535,0.8906666666666667,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,medium,2,C,0.0343863211331808,0.030026990749336326,0.015721708689762724,1.3254174747105232,0.9619230673734412,0.03095856975658231,3.1692930061220133,0.9813333333333333,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,0,B,0.0554966947504938,0.028579738113661542,0.046868212227994616,1.727293536653498,0.6774859400882364,0.034832560692636697,3.3943999891210117,0.9093333333333333,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,0,C,0.0359330244056937,0.03055248528534263,0.016689950428152717,1.2349492131061282,0.8665038627739852,0.034832560692636697,5.28391465353631,0.968,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,1,B,0.0999673774206473,0.08611510567840712,0.04889120486402579,2.215646674787699,0.9365348698317656,0.0933716128743862,3.4064743840052563,0.9066666666666666,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,1,C,0.08862931386760224,0.08579428033266998,0.017983318033139815,1.849204104108278,0.9626671362559008,0.0933716128743862,2.876601210605082,0.9866666666666667,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,2,B,0.09494352839351455,0.0832354745501822,0.04279471326820832,2.4946659101035675,0.9650806756520169,0.10319523252194121,3.2834122102333407,0.904,0.006541291905151268
clamped_sway_sway_p12_ph0.0_20260725_060001,high,2,C,0.09999794053465764,0.09669962594934454,0.01830809574962357,2.4724643180201493,0.9819419956550661,0.10319523252194121,3.0877021126699127,0.984,0.006541291905151268
clamped_sway_sway_p20_ph0.0_20260725_055700,none,0,B,0.007953390285263028,0.002753899441103968,0.007323239464558275,1.0427047964174423,nan,0.0,3.3773950266066186,1.0,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,none,0,C,0.009748492120041693,0.0027510895008202104,0.009514919280737753,1.0728058143628154,nan,0.0,3.7723103976658234,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,none,1,B,0.007953390285263028,0.002753899441103968,0.007323239464558275,1.0427047964174423,nan,0.0,3.3773950266066186,1.0,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,none,1,C,0.009748492120041693,0.0027510895008202104,0.009514919280737753,1.0728058143628154,nan,0.0,3.7723103976658234,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,none,2,B,0.007953390285263028,0.002753899441103968,0.007323239464558275,1.0427047964174423,nan,0.0,3.3773950266066186,1.0,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,none,2,C,0.009748492120041693,0.0027510895008202104,0.009514919280737753,1.0728058143628154,nan,0.0,3.7723103976658234,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,0,B,0.039432285784607474,0.00892769677725013,0.037637299779880666,2.032788172344066,-0.154281797261533,0.003766709072826258,3.7564551149842482,0.9343629343629344,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,0,C,0.010394345682833222,0.004384725399619413,0.009573555001831288,1.0406236551003951,0.1837481966562022,0.003766709072826258,3.7821504340806866,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,1,B,0.04347202373681769,0.014567483246167547,0.04064111340997295,2.153340717456892,0.4029022491192079,0.011089755544126815,3.801253903023319,0.9266409266409267,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,1,C,0.014196857462779598,0.010509906364764206,0.009568472353494872,1.149125761522601,0.9114813121924946,0.011089755544126815,3.7685530984525464,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,2,B,0.03913868680941366,0.012119515979645766,0.03710044394803357,1.9620561234380618,0.6564952667599593,0.006572319816402386,3.9482591606481368,0.9382239382239382,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,low,2,C,0.011494928010665722,0.006399497394730389,0.00956875178256283,1.0463764135013558,0.8668008490076186,0.006572319816402386,3.765115901301837,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,0,B,0.040813085948323315,0.013136192064075685,0.03777815508970817,1.9983198033000595,0.09402471482391139,0.011300127218478773,3.7794236302593016,0.9343629343629344,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,0,C,0.014625628970881675,0.010657117168154899,0.00985716693672691,0.9811009411236311,0.5336289790411181,0.011300127218478773,3.8036507077219985,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,1,B,0.052399158409081714,0.032855064254256855,0.04039417366781583,2.3239473827153523,0.8138906391842989,0.033269266632380445,3.73109538535719,0.9305019305019305,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,1,C,0.033549201904686375,0.031691491695912455,0.00993630652813528,1.4418805146124942,0.9736484143626645,0.033269266632380445,3.750662583559449,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,2,B,0.04317248884983437,0.02240527870898308,0.03673017779568333,2.0502557731224123,0.8742190313383857,0.019716959449207105,3.9401693876341195,0.9382239382239382,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,medium,2,C,0.021373211672523276,0.017911583506418523,0.010287019284438984,1.2022480911873241,0.9599741418266542,0.019716959449207105,3.754055140028462,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,0,B,0.05342198714561144,0.034584434918959656,0.03853337327010852,1.9634434123733782,0.5998052546447052,0.0376670907282626,3.8548095395120594,0.9420849420849421,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,0,C,0.037878380207743624,0.03435718759760821,0.013094943918454406,1.0076343067505822,0.6954412140839744,0.0376670907282626,3.9020600102241274,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,1,B,0.10647652773605557,0.09795338449863598,0.03980354309567593,3.1691913554653715,0.9225079825615604,0.11089755544126836,3.66785793203211,0.9305019305019305,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,1,C,0.10240046732592081,0.10036436580438055,0.013114806865118275,2.735340284636111,0.9583047139089005,0.11089755544126836,3.695712751095052,0.9922779922779923,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,2,B,0.06984643048261979,0.05835282752017259,0.03444975785888361,2.9775900997098983,0.9624623374951141,0.06572319816402379,3.9137885246730684,0.9382239382239382,0.0036540803897685747
clamped_sway_sway_p20_ph0.0_20260725_055700,high,2,C,0.0647839412998891,0.05936252160399946,0.016191495265245787,2.7021996812527065,0.9738625792835688,0.06572319816402379,3.7145911772612132,0.9922779922779923,0.0036540803897685747
